id,position_x,position_y,geom_y,geom_x
834,-0.05,-0.51962,-2,-12
835,-0.075,-0.47631,-3,-11
836,-0.125,-0.47631,-5,-11
837,-0.15,-0.51962,-6,-12
838,-0.125,-0.56292,-5,-13
839,-0.075,-0.56292,-3,-13
840,-0.225,-0.56292,-9,-13
841,-0.175,-0.56292,-7,-13
842,-0.2,-0.51962,-8,-12
843,-0.25,-0.51962,-10,-12
844,-0.275,-0.56292,-11,-13
845,-0.25,-0.60622,-10,-14
846,-0.2,-0.60622,-8,-14
847,0.025,-0.47631,1,-11
848,0.075,-0.47631,3,-11
849,0.05,-0.43301,2,-10
850,0,-0.43301,0,-10
851,-0.025,-0.47631,-1,-11
852,0,-0.51962,0,-12
853,0.05,-0.51962,2,-12
854,-0.35,-0.60622,-14,-14
855,-0.3,-0.60622,-12,-14
856,-0.325,-0.56292,-13,-13
857,-0.375,-0.56292,-15,-13
858,-0.4,-0.60622,-16,-14
859,-0.375,-0.64952,-15,-15
860,-0.325,-0.64952,-13,-15
861,0.15,-0.43301,6,-10
862,0.2,-0.43301,8,-10
863,0.175,-0.38971,7,-9
864,0.125,-0.38971,5,-9
865,0.1,-0.43301,4,-10
866,0.125,-0.47631,5,-11
867,0.175,-0.47631,7,-11
868,-0.475,-0.64952,-19,-15
869,-0.425,-0.64952,-17,-15
870,-0.45,-0.60622,-18,-14
871,-0.5,-0.60622,-20,-14
872,-0.525,-0.64952,-21,-15
873,-0.5,-0.69282,-20,-16
874,-0.45,-0.69282,-18,-16
875,0.275,-0.38971,11,-9
876,0.325,-0.38971,13,-9
877,0.3,-0.34641,12,-8
878,0.25,-0.34641,10,-8
879,0.225,-0.38971,9,-9
880,0.25,-0.43301,10,-10
881,0.3,-0.43301,12,-10
882,-0.6,-0.69282,-24,-16
883,-0.55,-0.69282,-22,-16
884,-0.575,-0.64952,-23,-15
885,-0.625,-0.64952,-25,-15
886,-0.65,-0.69282,-26,-16
887,-0.625,-0.73612,-25,-17
888,-0.575,-0.73612,-23,-17
889,0.4,-0.34641,16,-8
890,0.45,-0.34641,18,-8
891,0.425,-0.30311,17,-7
892,0.375,-0.30311,15,-7
893,0.35,-0.34641,14,-8
894,0.375,-0.38971,15,-9
895,0.425,-0.38971,17,-9
896,-0.725,-0.73612,-29,-17
897,-0.675,-0.73612,-27,-17
898,-0.7,-0.69282,-28,-16
899,-0.75,-0.69282,-30,-16
900,-0.775,-0.73612,-31,-17
901,-0.75,-0.77942,-30,-18
902,-0.7,-0.77942,-28,-18
903,0.525,-0.30311,21,-7
904,0.575,-0.30311,23,-7
905,0.55,-0.25981,22,-6
906,0.5,-0.25981,20,-6
907,0.475,-0.30311,19,-7
908,0.5,-0.34641,20,-8
909,0.55,-0.34641,22,-8
910,0.65,-0.25981,26,-6
911,0.7,-0.25981,28,-6
912,0.675,-0.21651,27,-5
913,0.625,-0.21651,25,-5
914,0.6,-0.25981,24,-6
915,0.625,-0.30311,25,-7
916,0.675,-0.30311,27,-7
917,0.775,-0.21651,31,-5
918,0.825,-0.21651,33,-5
919,0.8,-0.17321,32,-4
920,0.75,-0.17321,30,-4
921,0.725,-0.21651,29,-5
922,0.75,-0.25981,30,-6
923,0.8,-0.25981,32,-6
924,0.9,-0.17321,36,-4
925,0.95,-0.17321,38,-4
926,0.925,-0.1299,37,-3
927,0.875,-0.1299,35,-3
928,0.85,-0.17321,34,-4
929,0.875,-0.21651,35,-5
930,0.925,-0.21651,37,-5
931,1.025,-0.1299,41,-3
932,1.075,-0.1299,43,-3
933,1.05,-0.0866,42,-2
934,1,-0.0866,40,-2
935,0.975,-0.1299,39,-3
936,1,-0.17321,40,-4
937,1.05,-0.17321,42,-4
938,0.1,0.51962,4,12
939,0.15,0.51962,6,12
940,0.125,0.56292,5,13
941,0.075,0.56292,3,13
942,0.05,0.51962,2,12
943,0.075,0.47631,3,11
944,0.125,0.47631,5,11
945,-0.025,0.47631,-1,11
946,0.025,0.47631,1,11
947,0,0.51962,0,12
948,-0.05,0.51962,-2,12
949,-0.075,0.47631,-3,11
950,-0.05,0.43301,-2,10
951,0,0.43301,0,10
952,0.225,0.56292,9,13
953,0.275,0.56292,11,13
954,0.25,0.60622,10,14
955,0.2,0.60622,8,14
956,0.175,0.56292,7,13
957,0.2,0.51962,8,12
958,0.25,0.51962,10,12
959,-0.15,0.43301,-6,10
960,-0.1,0.43301,-4,10
961,-0.125,0.47631,-5,11
962,-0.175,0.47631,-7,11
963,-0.2,0.43301,-8,10
964,-0.175,0.38971,-7,9
965,-0.125,0.38971,-5,9
966,0.35,0.60622,14,14
967,0.4,0.60622,16,14
968,0.375,0.64952,15,15
969,0.325,0.64952,13,15
970,0.3,0.60622,12,14
971,0.325,0.56292,13,13
972,0.375,0.56292,15,13
973,-0.275,0.38971,-11,9
974,-0.225,0.38971,-9,9
975,-0.25,0.43301,-10,10
976,-0.3,0.43301,-12,10
977,-0.325,0.38971,-13,9
978,-0.3,0.34641,-12,8
979,-0.25,0.34641,-10,8
980,0.475,0.64952,19,15
981,0.525,0.64952,21,15
982,0.5,0.69282,20,16
983,0.45,0.69282,18,16
984,0.425,0.64952,17,15
985,0.45,0.60622,18,14
986,0.5,0.60622,20,14
987,-0.4,0.34641,-16,8
988,-0.35,0.34641,-14,8
989,-0.375,0.38971,-15,9
990,-0.425,0.38971,-17,9
991,-0.45,0.34641,-18,8
992,-0.425,0.30311,-17,7
993,-0.375,0.30311,-15,7
994,0.6,0.69282,24,16
995,0.65,0.69282,26,16
996,0.625,0.73612,25,17
997,0.575,0.73612,23,17
998,0.55,0.69282,22,16
999,0.575,0.64952,23,15
1000,0.625,0.64952,25,15
1001,-0.525,0.30311,-21,7
1002,-0.475,0.30311,-19,7
1003,-0.5,0.34641,-20,8
1004,-0.55,0.34641,-22,8
1005,-0.575,0.30311,-23,7
1006,-0.55,0.25981,-22,6
1007,-0.5,0.25981,-20,6
1008,0.725,0.73612,29,17
1009,0.775,0.73612,31,17
1010,0.75,0.77942,30,18
1011,0.7,0.77942,28,18
1012,0.675,0.73612,27,17
1013,0.7,0.69282,28,16
1014,0.75,0.69282,30,16
1015,-0.65,0.25981,-26,6
1016,-0.6,0.25981,-24,6
1017,-0.625,0.30311,-25,7
1018,-0.675,0.30311,-27,7
1019,-0.7,0.25981,-28,6
1020,-0.675,0.21651,-27,5
1021,-0.625,0.21651,-25,5
1022,-0.775,0.21651,-31,5
1023,-0.725,0.21651,-29,5
1024,-0.75,0.25981,-30,6
1025,-0.8,0.25981,-32,6
1026,-0.825,0.21651,-33,5
1027,-0.8,0.17321,-32,4
1028,-0.75,0.17321,-30,4
1029,-0.9,0.17321,-36,4
1030,-0.85,0.17321,-34,4
1031,-0.875,0.21651,-35,5
1032,-0.925,0.21651,-37,5
1033,-0.95,0.17321,-38,4
1034,-0.925,0.1299,-37,3
1035,-0.875,0.1299,-35,3
1036,-1.025,0.1299,-41,3
1037,-0.975,0.1299,-39,3
1038,-1,0.17321,-40,4
1039,-1.05,0.17321,-42,4
1040,-1.075,0.1299,-43,3
1041,-1.05,0.0866,-42,2
1042,-1,0.0866,-40,2
1043,-0.125,-0.64952,-5,-15
1044,-0.075,-0.64952,-3,-15
1045,-0.1,-0.60622,-4,-14
1046,-0.15,-0.60622,-6,-14
1047,-0.175,-0.64952,-7,-15
1048,-0.15,-0.69282,-6,-16
1049,-0.1,-0.69282,-4,-16
1050,-0.25,-0.69282,-10,-16
1051,-0.2,-0.69282,-8,-16
1052,-0.225,-0.64952,-9,-15
1053,-0.275,-0.64952,-11,-15
1054,-0.3,-0.69282,-12,-16
1055,-0.275,-0.73612,-11,-17
1056,-0.225,-0.73612,-9,-17
1057,0,-0.60622,0,-14
1058,0.05,-0.60622,2,-14
1059,0.025,-0.56292,1,-13
1060,-0.025,-0.56292,-1,-13
1061,-0.05,-0.60622,-2,-14
1062,-0.025,-0.64952,-1,-15
1063,0.025,-0.64952,1,-15
1064,-0.375,-0.73612,-15,-17
1065,-0.325,-0.73612,-13,-17
1066,-0.35,-0.69282,-14,-16
1067,-0.4,-0.69282,-16,-16
1068,-0.425,-0.73612,-17,-17
1069,-0.4,-0.77942,-16,-18
1070,-0.35,-0.77942,-14,-18
1071,0.125,-0.56292,5,-13
1072,0.175,-0.56292,7,-13
1073,0.15,-0.51962,6,-12
1074,0.1,-0.51962,4,-12
1075,0.075,-0.56292,3,-13
1076,0.1,-0.60622,4,-14
1077,0.15,-0.60622,6,-14
1078,-0.5,-0.77942,-20,-18
1079,-0.45,-0.77942,-18,-18
1080,-0.475,-0.73612,-19,-17
1081,-0.525,-0.73612,-21,-17
1082,-0.55,-0.77942,-22,-18
1083,-0.525,-0.82272,-21,-19
1084,-0.475,-0.82272,-19,-19
1085,0.25,-0.51962,10,-12
1086,0.3,-0.51962,12,-12
1087,0.275,-0.47631,11,-11
1088,0.225,-0.47631,9,-11
1089,0.2,-0.51962,8,-12
1090,0.225,-0.56292,9,-13
1091,0.275,-0.56292,11,-13
1092,-0.625,-0.82272,-25,-19
1093,-0.575,-0.82272,-23,-19
1094,-0.6,-0.77942,-24,-18
1095,-0.65,-0.77942,-26,-18
1096,-0.675,-0.82272,-27,-19
1097,-0.65,-0.86603,-26,-20
1098,-0.6,-0.86603,-24,-20
1099,0.375,-0.47631,15,-11
1100,0.425,-0.47631,17,-11
1101,0.4,-0.43301,16,-10
1102,0.35,-0.43301,14,-10
1103,0.325,-0.47631,13,-11
1104,0.35,-0.51962,14,-12
1105,0.4,-0.51962,16,-12
1106,0.5,-0.43301,20,-10
1107,0.55,-0.43301,22,-10
1108,0.525,-0.38971,21,-9
1109,0.475,-0.38971,19,-9
1110,0.45,-0.43301,18,-10
1111,0.475,-0.47631,19,-11
1112,0.525,-0.47631,21,-11
1113,0.625,-0.38971,25,-9
1114,0.675,-0.38971,27,-9
1115,0.65,-0.34641,26,-8
1116,0.6,-0.34641,24,-8
1117,0.575,-0.38971,23,-9
1118,0.6,-0.43301,24,-10
1119,0.65,-0.43301,26,-10
1120,0.75,-0.34641,30,-8
1121,0.8,-0.34641,32,-8
1122,0.775,-0.30311,31,-7
1123,0.725,-0.30311,29,-7
1124,0.7,-0.34641,28,-8
1125,0.725,-0.38971,29,-9
1126,0.775,-0.38971,31,-9
1127,0.875,-0.30311,35,-7
1128,0.925,-0.30311,37,-7
1129,0.9,-0.25981,36,-6
1130,0.85,-0.25981,34,-6
1131,0.825,-0.30311,33,-7
1132,0.85,-0.34641,34,-8
1133,0.9,-0.34641,36,-8
1134,1,-0.25981,40,-6
1135,1.05,-0.25981,42,-6
1136,1.025,-0.21651,41,-5
1137,0.975,-0.21651,39,-5
1138,0.95,-0.25981,38,-6
1139,0.975,-0.30311,39,-7
1140,1.025,-0.30311,41,-7
1141,0.125,0.64952,5,15
1142,0.175,0.64952,7,15
1143,0.15,0.69282,6,16
1144,0.1,0.69282,4,16
1145,0.075,0.64952,3,15
1146,0.1,0.60622,4,14
1147,0.15,0.60622,6,14
1148,0,0.60622,0,14
1149,0.05,0.60622,2,14
1150,0.025,0.64952,1,15
1151,-0.025,0.64952,-1,15
1152,-0.05,0.60622,-2,14
1153,-0.025,0.56292,-1,13
1154,0.025,0.56292,1,13
1155,0.25,0.69282,10,16
1156,0.3,0.69282,12,16
1157,0.275,0.73612,11,17
1158,0.225,0.73612,9,17
1159,0.2,0.69282,8,16
1160,0.225,0.64952,9,15
1161,0.275,0.64952,11,15
1162,-0.125,0.56292,-5,13
1163,-0.075,0.56292,-3,13
1164,-0.1,0.60622,-4,14
1165,-0.15,0.60622,-6,14
1166,-0.175,0.56292,-7,13
1167,-0.15,0.51962,-6,12
1168,-0.1,0.51962,-4,12
1169,0.375,0.73612,15,17
1170,0.425,0.73612,17,17
1171,0.4,0.77942,16,18
1172,0.35,0.77942,14,18
1173,0.325,0.73612,13,17
1174,0.35,0.69282,14,16
1175,0.4,0.69282,16,16
1176,-0.25,0.51962,-10,12
1177,-0.2,0.51962,-8,12
1178,-0.225,0.56292,-9,13
1179,-0.275,0.56292,-11,13
1180,-0.3,0.51962,-12,12
1181,-0.275,0.47631,-11,11
1182,-0.225,0.47631,-9,11
1183,0.5,0.77942,20,18
1184,0.55,0.77942,22,18
1185,0.525,0.82272,21,19
1186,0.475,0.82272,19,19
1187,0.45,0.77942,18,18
1188,0.475,0.73612,19,17
1189,0.525,0.73612,21,17
1190,-0.375,0.47631,-15,11
1191,-0.325,0.47631,-13,11
1192,-0.35,0.51962,-14,12
1193,-0.4,0.51962,-16,12
1194,-0.425,0.47631,-17,11
1195,-0.4,0.43301,-16,10
1196,-0.35,0.43301,-14,10
1197,0.625,0.82272,25,19
1198,0.675,0.82272,27,19
1199,0.65,0.86603,26,20
1200,0.6,0.86603,24,20
1201,0.575,0.82272,23,19
1202,0.6,0.77942,24,18
1203,0.65,0.77942,26,18
1204,-0.5,0.43301,-20,10
1205,-0.45,0.43301,-18,10
1206,-0.475,0.47631,-19,11
1207,-0.525,0.47631,-21,11
1208,-0.55,0.43301,-22,10
1209,-0.525,0.38971,-21,9
1210,-0.475,0.38971,-19,9
1211,-0.625,0.38971,-25,9
1212,-0.575,0.38971,-23,9
1213,-0.6,0.43301,-24,10
1214,-0.65,0.43301,-26,10
1215,-0.675,0.38971,-27,9
1216,-0.65,0.34641,-26,8
1217,-0.6,0.34641,-24,8
1218,-0.75,0.34641,-30,8
1219,-0.7,0.34641,-28,8
1220,-0.725,0.38971,-29,9
1221,-0.775,0.38971,-31,9
1222,-0.8,0.34641,-32,8
1223,-0.775,0.30311,-31,7
1224,-0.725,0.30311,-29,7
1225,-0.875,0.30311,-35,7
1226,-0.825,0.30311,-33,7
1227,-0.85,0.34641,-34,8
1228,-0.9,0.34641,-36,8
1229,-0.925,0.30311,-37,7
1230,-0.9,0.25981,-36,6
1231,-0.85,0.25981,-34,6
1232,-1,0.25981,-40,6
1233,-0.95,0.25981,-38,6
1234,-0.975,0.30311,-39,7
1235,-1.025,0.30311,-41,7
1236,-1.05,0.25981,-42,6
1237,-1.025,0.21651,-41,5
1238,-0.975,0.21651,-39,5
1239,-0.15,-0.77942,-6,-18
1240,-0.1,-0.77942,-4,-18
1241,-0.125,-0.73612,-5,-17
1242,-0.175,-0.73612,-7,-17
1243,-0.2,-0.77942,-8,-18
1244,-0.175,-0.82272,-7,-19
1245,-0.125,-0.82272,-5,-19
1246,-0.275,-0.82272,-11,-19
1247,-0.225,-0.82272,-9,-19
1248,-0.25,-0.77942,-10,-18
1249,-0.3,-0.77942,-12,-18
1250,-0.325,-0.82272,-13,-19
1251,-0.3,-0.86603,-12,-20
1252,-0.25,-0.86603,-10,-20
1253,-0.025,-0.73612,-1,-17
1254,0.025,-0.73612,1,-17
1255,0,-0.69282,0,-16
1256,-0.05,-0.69282,-2,-16
1257,-0.075,-0.73612,-3,-17
1258,-0.05,-0.77942,-2,-18
1259,0,-0.77942,0,-18
1260,-0.4,-0.86603,-16,-20
1261,-0.35,-0.86603,-14,-20
1262,-0.375,-0.82272,-15,-19
1263,-0.425,-0.82272,-17,-19
1264,-0.45,-0.86603,-18,-20
1265,-0.425,-0.90933,-17,-21
1266,-0.375,-0.90933,-15,-21
1267,0.1,-0.69282,4,-16
1268,0.15,-0.69282,6,-16
1269,0.125,-0.64952,5,-15
1270,0.075,-0.64952,3,-15
1271,0.05,-0.69282,2,-16
1272,0.075,-0.73612,3,-17
1273,0.125,-0.73612,5,-17
1274,-0.525,-0.90933,-21,-21
1275,-0.475,-0.90933,-19,-21
1276,-0.5,-0.86603,-20,-20
1277,-0.55,-0.86603,-22,-20
1278,-0.575,-0.90933,-23,-21
1279,-0.55,-0.95263,-22,-22
1280,-0.5,-0.95263,-20,-22
1281,0.225,-0.64952,9,-15
1282,0.275,-0.64952,11,-15
1283,0.25,-0.60622,10,-14
1284,0.2,-0.60622,8,-14
1285,0.175,-0.64952,7,-15
1286,0.2,-0.69282,8,-16
1287,0.25,-0.69282,10,-16
1288,0.35,-0.60622,14,-14
1289,0.4,-0.60622,16,-14
1290,0.375,-0.56292,15,-13
1291,0.325,-0.56292,13,-13
1292,0.3,-0.60622,12,-14
1293,0.325,-0.64952,13,-15
1294,0.375,-0.64952,15,-15
1295,0.475,-0.56292,19,-13
1296,0.525,-0.56292,21,-13
1297,0.5,-0.51962,20,-12
1298,0.45,-0.51962,18,-12
1299,0.425,-0.56292,17,-13
1300,0.45,-0.60622,18,-14
1301,0.5,-0.60622,20,-14
1302,0.6,-0.51962,24,-12
1303,0.65,-0.51962,26,-12
1304,0.625,-0.47631,25,-11
1305,0.575,-0.47631,23,-11
1306,0.55,-0.51962,22,-12
1307,0.575,-0.56292,23,-13
1308,0.625,-0.56292,25,-13
1309,0.725,-0.47631,29,-11
1310,0.775,-0.47631,31,-11
1311,0.75,-0.43301,30,-10
1312,0.7,-0.43301,28,-10
1313,0.675,-0.47631,27,-11
1314,0.7,-0.51962,28,-12
1315,0.75,-0.51962,30,-12
1316,0.85,-0.43301,34,-10
1317,0.9,-0.43301,36,-10
1318,0.875,-0.38971,35,-9
1319,0.825,-0.38971,33,-9
1320,0.8,-0.43301,32,-10
1321,0.825,-0.47631,33,-11
1322,0.875,-0.47631,35,-11
1323,0.975,-0.38971,39,-9
1324,1.025,-0.38971,41,-9
1325,1,-0.34641,40,-8
1326,0.95,-0.34641,38,-8
1327,0.925,-0.38971,37,-9
1328,0.95,-0.43301,38,-10
1329,1,-0.43301,40,-10
1330,0.15,0.77942,6,18
1331,0.2,0.77942,8,18
1332,0.175,0.82272,7,19
1333,0.125,0.82272,5,19
1334,0.1,0.77942,4,18
1335,0.125,0.73612,5,17
1336,0.175,0.73612,7,17
1337,0.025,0.73612,1,17
1338,0.075,0.73612,3,17
1339,0.05,0.77942,2,18
1340,0,0.77942,0,18
1341,-0.025,0.73612,-1,17
1342,0,0.69282,0,16
1343,0.05,0.69282,2,16
1344,0.275,0.82272,11,19
1345,0.325,0.82272,13,19
1346,0.3,0.86603,12,20
1347,0.25,0.86603,10,20
1348,0.225,0.82272,9,19
1349,0.25,0.77942,10,18
1350,0.3,0.77942,12,18
1351,-0.1,0.69282,-4,16
1352,-0.05,0.69282,-2,16
1353,-0.075,0.73612,-3,17
1354,-0.125,0.73612,-5,17
1355,-0.15,0.69282,-6,16
1356,-0.125,0.64952,-5,15
1357,-0.075,0.64952,-3,15
1358,0.4,0.86603,16,20
1359,0.45,0.86603,18,20
1360,0.425,0.90933,17,21
1361,0.375,0.90933,15,21
1362,0.35,0.86603,14,20
1363,0.375,0.82272,15,19
1364,0.425,0.82272,17,19
1365,-0.225,0.64952,-9,15
1366,-0.175,0.64952,-7,15
1367,-0.2,0.69282,-8,16
1368,-0.25,0.69282,-10,16
1369,-0.275,0.64952,-11,15
1370,-0.25,0.60622,-10,14
1371,-0.2,0.60622,-8,14
1372,0.525,0.90933,21,21
1373,0.575,0.90933,23,21
1374,0.55,0.95263,22,22
1375,0.5,0.95263,20,22
1376,0.475,0.90933,19,21
1377,0.5,0.86603,20,20
1378,0.55,0.86603,22,20
1379,-0.35,0.60622,-14,14
1380,-0.3,0.60622,-12,14
1381,-0.325,0.64952,-13,15
1382,-0.375,0.64952,-15,15
1383,-0.4,0.60622,-16,14
1384,-0.375,0.56292,-15,13
1385,-0.325,0.56292,-13,13
1386,-0.475,0.56292,-19,13
1387,-0.425,0.56292,-17,13
1388,-0.45,0.60622,-18,14
1389,-0.5,0.60622,-20,14
1390,-0.525,0.56292,-21,13
1391,-0.5,0.51962,-20,12
1392,-0.45,0.51962,-18,12
1393,-0.6,0.51962,-24,12
1394,-0.55,0.51962,-22,12
1395,-0.575,0.56292,-23,13
1396,-0.625,0.56292,-25,13
1397,-0.65,0.51962,-26,12
1398,-0.625,0.47631,-25,11
1399,-0.575,0.47631,-23,11
1400,-0.725,0.47631,-29,11
1401,-0.675,0.47631,-27,11
1402,-0.7,0.51962,-28,12
1403,-0.75,0.51962,-30,12
1404,-0.775,0.47631,-31,11
1405,-0.75,0.43301,-30,10
1406,-0.7,0.43301,-28,10
1407,-0.85,0.43301,-34,10
1408,-0.8,0.43301,-32,10
1409,-0.825,0.47631,-33,11
1410,-0.875,0.47631,-35,11
1411,-0.9,0.43301,-36,10
1412,-0.875,0.38971,-35,9
1413,-0.825,0.38971,-33,9
1414,-0.975,0.38971,-39,9
1415,-0.925,0.38971,-37,9
1416,-0.95,0.43301,-38,10
1417,-1,0.43301,-40,10
1418,-1.025,0.38971,-41,9
1419,-1,0.34641,-40,8
1420,-0.95,0.34641,-38,8
1421,-0.175,-0.90933,-7,-21
1422,-0.125,-0.90933,-5,-21
1423,-0.15,-0.86603,-6,-20
1424,-0.2,-0.86603,-8,-20
1425,-0.225,-0.90933,-9,-21
1426,-0.2,-0.95263,-8,-22
1427,-0.15,-0.95263,-6,-22
1428,-0.3,-0.95263,-12,-22
1429,-0.25,-0.95263,-10,-22
1430,-0.275,-0.90933,-11,-21
1431,-0.325,-0.90933,-13,-21
1432,-0.35,-0.95263,-14,-22
1433,-0.325,-0.99593,-13,-23
1434,-0.275,-0.99593,-11,-23
1435,-0.05,-0.86603,-2,-20
1436,0,-0.86603,0,-20
1437,-0.025,-0.82272,-1,-19
1438,-0.075,-0.82272,-3,-19
1439,-0.1,-0.86603,-4,-20
1440,-0.075,-0.90933,-3,-21
1441,-0.025,-0.90933,-1,-21
1442,-0.425,-0.99593,-17,-23
1443,-0.375,-0.99593,-15,-23
1444,-0.4,-0.95263,-16,-22
1445,-0.45,-0.95263,-18,-22
1446,-0.475,-0.99593,-19,-23
1447,-0.45,-1.03923,-18,-24
1448,-0.4,-1.03923,-16,-24
1449,0.075,-0.82272,3,-19
1450,0.125,-0.82272,5,-19
1451,0.1,-0.77942,4,-18
1452,0.05,-0.77942,2,-18
1453,0.025,-0.82272,1,-19
1454,0.05,-0.86603,2,-20
1455,0.1,-0.86603,4,-20
1456,0.2,-0.77942,8,-18
1457,0.25,-0.77942,10,-18
1458,0.225,-0.73612,9,-17
1459,0.175,-0.73612,7,-17
1460,0.15,-0.77942,6,-18
1461,0.175,-0.82272,7,-19
1462,0.225,-0.82272,9,-19
1463,0.325,-0.73612,13,-17
1464,0.375,-0.73612,15,-17
1465,0.35,-0.69282,14,-16
1466,0.3,-0.69282,12,-16
1467,0.275,-0.73612,11,-17
1468,0.3,-0.77942,12,-18
1469,0.35,-0.77942,14,-18
1470,0.45,-0.69282,18,-16
1471,0.5,-0.69282,20,-16
1472,0.475,-0.64952,19,-15
1473,0.425,-0.64952,17,-15
1474,0.4,-0.69282,16,-16
1475,0.425,-0.73612,17,-17
1476,0.475,-0.73612,19,-17
1477,0.575,-0.64952,23,-15
1478,0.625,-0.64952,25,-15
1479,0.6,-0.60622,24,-14
1480,0.55,-0.60622,22,-14
1481,0.525,-0.64952,21,-15
1482,0.55,-0.69282,22,-16
1483,0.6,-0.69282,24,-16
1484,0.7,-0.60622,28,-14
1485,0.75,-0.60622,30,-14
1486,0.725,-0.56292,29,-13
1487,0.675,-0.56292,27,-13
1488,0.65,-0.60622,26,-14
1489,0.675,-0.64952,27,-15
1490,0.725,-0.64952,29,-15
1491,0.825,-0.56292,33,-13
1492,0.875,-0.56292,35,-13
1493,0.85,-0.51962,34,-12
1494,0.8,-0.51962,32,-12
1495,0.775,-0.56292,31,-13
1496,0.8,-0.60622,32,-14
1497,0.85,-0.60622,34,-14
1498,0.95,-0.51962,38,-12
1499,1,-0.51962,40,-12
1500,0.975,-0.47631,39,-11
1501,0.925,-0.47631,37,-11
1502,0.9,-0.51962,36,-12
1503,0.925,-0.56292,37,-13
1504,0.975,-0.56292,39,-13
1505,0.175,0.90933,7,21
1506,0.225,0.90933,9,21
1507,0.2,0.95263,8,22
1508,0.15,0.95263,6,22
1509,0.125,0.90933,5,21
1510,0.15,0.86603,6,20
1511,0.2,0.86603,8,20
1512,0.05,0.86603,2,20
1513,0.1,0.86603,4,20
1514,0.075,0.90933,3,21
1515,0.025,0.90933,1,21
1516,0,0.86603,0,20
1517,0.025,0.82272,1,19
1518,0.075,0.82272,3,19
1519,0.3,0.95263,12,22
1520,0.35,0.95263,14,22
1521,0.325,0.99593,13,23
1522,0.275,0.99593,11,23
1523,0.25,0.95263,10,22
1524,0.275,0.90933,11,21
1525,0.325,0.90933,13,21
1526,-0.075,0.82272,-3,19
1527,-0.025,0.82272,-1,19
1528,-0.05,0.86603,-2,20
1529,-0.1,0.86603,-4,20
1530,-0.125,0.82272,-5,19
1531,-0.1,0.77942,-4,18
1532,-0.05,0.77942,-2,18
1533,0.425,0.99593,17,23
1534,0.475,0.99593,19,23
1535,0.45,1.03923,18,24
1536,0.4,1.03923,16,24
1537,0.375,0.99593,15,23
1538,0.4,0.95263,16,22
1539,0.45,0.95263,18,22
1540,-0.2,0.77942,-8,18
1541,-0.15,0.77942,-6,18
1542,-0.175,0.82272,-7,19
1543,-0.225,0.82272,-9,19
1544,-0.25,0.77942,-10,18
1545,-0.225,0.73612,-9,17
1546,-0.175,0.73612,-7,17
1547,-0.325,0.73612,-13,17
1548,-0.275,0.73612,-11,17
1549,-0.3,0.77942,-12,18
1550,-0.35,0.77942,-14,18
1551,-0.375,0.73612,-15,17
1552,-0.35,0.69282,-14,16
1553,-0.3,0.69282,-12,16
1554,-0.45,0.69282,-18,16
1555,-0.4,0.69282,-16,16
1556,-0.425,0.73612,-17,17
1557,-0.475,0.73612,-19,17
1558,-0.5,0.69282,-20,16
1559,-0.475,0.64952,-19,15
1560,-0.425,0.64952,-17,15
1561,-0.575,0.64952,-23,15
1562,-0.525,0.64952,-21,15
1563,-0.55,0.69282,-22,16
1564,-0.6,0.69282,-24,16
1565,-0.625,0.64952,-25,15
1566,-0.6,0.60622,-24,14
1567,-0.55,0.60622,-22,14
1568,-0.7,0.60622,-28,14
1569,-0.65,0.60622,-26,14
1570,-0.675,0.64952,-27,15
1571,-0.725,0.64952,-29,15
1572,-0.75,0.60622,-30,14
1573,-0.725,0.56292,-29,13
1574,-0.675,0.56292,-27,13
1575,-0.825,0.56292,-33,13
1576,-0.775,0.56292,-31,13
1577,-0.8,0.60622,-32,14
1578,-0.85,0.60622,-34,14
1579,-0.875,0.56292,-35,13
1580,-0.85,0.51962,-34,12
1581,-0.8,0.51962,-32,12
1582,-0.95,0.51962,-38,12
1583,-0.9,0.51962,-36,12
1584,-0.925,0.56292,-37,13
1585,-0.975,0.56292,-39,13
1586,-1,0.51962,-40,12
1587,-0.975,0.47631,-39,11
1588,-0.925,0.47631,-37,11
1589,-0.2,-1.03923,-8,-24
1590,-0.15,-1.03923,-6,-24
1591,-0.175,-0.99593,-7,-23
1592,-0.225,-0.99593,-9,-23
1593,-0.25,-1.03923,-10,-24
1594,-0.225,-1.08253,-9,-25
1595,-0.175,-1.08253,-7,-25
1596,-0.325,-1.08253,-13,-25
1597,-0.275,-1.08253,-11,-25
1598,-0.3,-1.03923,-12,-24
1599,-0.35,-1.03923,-14,-24
1600,-0.375,-1.08253,-15,-25
1601,-0.35,-1.12583,-14,-26
1602,-0.3,-1.12583,-12,-26
1603,-0.075,-0.99593,-3,-23
1604,-0.025,-0.99593,-1,-23
1605,-0.05,-0.95263,-2,-22
1606,-0.1,-0.95263,-4,-22
1607,-0.125,-0.99593,-5,-23
1608,-0.1,-1.03923,-4,-24
1609,-0.05,-1.03923,-2,-24
1610,0.05,-0.95263,2,-22
1611,0.1,-0.95263,4,-22
1612,0.075,-0.90933,3,-21
1613,0.025,-0.90933,1,-21
1614,0,-0.95263,0,-22
1615,0.025,-0.99593,1,-23
1616,0.075,-0.99593,3,-23
1617,0.175,-0.90933,7,-21
1618,0.225,-0.90933,9,-21
1619,0.2,-0.86603,8,-20
1620,0.15,-0.86603,6,-20
