@stream,copy_id,@freememory,@totalmemory,@datarate
data,processing@vollmond.app.tu-dortmund.de-666ca123-9a0d-4dc7-a658-da0d1f70f85d,1004709816,2778202112,239.17723032767282
data,processing@vollmond.app.tu-dortmund.de-7aee7540-161e-4342-8c4a-3b3a76ee48cd,569792960,2778202112,236.85457129322597
data,processing@vollmond.app.tu-dortmund.de-7305e9aa-bbb4-4285-a409-fb698faae1ca,1466842848,2785542144,231.85717597959658
data,processing@vollmond.app.tu-dortmund.de-1588fdf7-dea9-46f1-af69-87fd8b33794f,1451340856,2824863744,567.5368898978434
data,processing@vollmond.app.tu-dortmund.de-00ef98f2-e187-4a75-bf67-c4fba27cf190,788864128,2824863744,554.6311702717693
data,processing@vollmond.app.tu-dortmund.de-348490ca-aec7-4891-a026-b1155c739a5e,531222232,2824863744,550.05500550055
data,processing@vollmond.app.tu-dortmund.de-d01a1ff6-4057-48e0-9f8e-d379146724c6,1968243736,2836922368,547.0459518599563
data,processing@vollmond.app.tu-dortmund.de-4d0922fc-e435-40b2-ad68-6f0d7e9374ec,1329691456,2836922368,522.7391531625718
data,processing@vollmond.app.tu-dortmund.de-fde624e4-13a1-4149-9d26-b3a752d859f3,600302288,2836922368,510.7252298263534
data,processing@vollmond.app.tu-dortmund.de-a9145e35-613c-4c8e-b5bd-53f1dd77d7b6,866946376,2836922368,537.6344086021505
data,processing@vollmond.app.tu-dortmund.de-1ef32f1a-a9e8-4e0a-aac2-1611dee95f1d,1879148000,2842689536,537.6344086021505
data,processing@vollmond.app.tu-dortmund.de-f7c64291-ad45-423b-b044-83db64cafb64,715728560,2842689536,543.4782608695652
data,processing@vollmond.app.tu-dortmund.de-6145b897-e5a9-43bf-9ede-695ec4ef41ea,487744400,2842689536,515.7297576070139
data,processing@vollmond.app.tu-dortmund.de-a234ab39-62f5-4b9f-bacf-e3e939cac33a,1338462264,2854748160,542.2993492407809
data,processing@vollmond.app.tu-dortmund.de-1d47b9d0-f162-4f2b-abf9-94146a33082a,1896721544,2854748160,524.9343832020998
data,processing@vollmond.app.tu-dortmund.de-deaa3d19-4cab-469a-ba60-76ed49518e45,541656352,2854748160,506.07287449392715
data,processing@vollmond.app.tu-dortmund.de-62c03adf-7cca-45cc-8e03-b92d5e47e725,1089936128,2854748160,537.345513164965
data,processing@vollmond.app.tu-dortmund.de-a529a7ab-6804-4fb1-b2b8-79aa5b445ea5,1080567704,2859991040,438.7889425186485
data,processing@vollmond.app.tu-dortmund.de-f7d1e9d0-947e-450f-a8f3-accbb072e15e,1102895904,2859991040,505.5611729019211
data,processing@vollmond.app.tu-dortmund.de-08757374-18a8-4c30-8846-446e4d30648b,805376944,2859991040,489.23679060665364
data,processing@vollmond.app.tu-dortmund.de-4af98af9-664a-4bdd-ac8b-79190e55e371,2269171632,2871525376,508.130081300813
data,processing@vollmond.app.tu-dortmund.de-a12cec58-f3aa-446a-a3fe-8b0d7f84ec22,1139530184,2871525376,458.0852038479157
data,processing@vollmond.app.tu-dortmund.de-666ca123-9a0d-4dc7-a658-da0d1f70f85d,1921622976,2875195392,526.592943654555
data,processing@vollmond.app.tu-dortmund.de-7305e9aa-bbb4-4285-a409-fb698faae1ca,1005495488,2885156864,487.32943469785573
data,processing@vollmond.app.tu-dortmund.de-1588fdf7-dea9-46f1-af69-87fd8b33794f,1544458864,2898788352,595.2380952380952
data,processing@vollmond.app.tu-dortmund.de-00ef98f2-e187-4a75-bf67-c4fba27cf190,486588016,2898788352,581.3953488372093
data,processing@vollmond.app.tu-dortmund.de-d3e0156c-4aa6-4a68-870a-9634bfb39b2b,672422896,2898788352,344.5899379738112
data,processing@vollmond.app.tu-dortmund.de-7aee7540-161e-4342-8c4a-3b3a76ee48cd,1721918208,2901409792,376.081233546446
data,processing@vollmond.app.tu-dortmund.de-d94947d7-ff9c-456e-8d14-74e63241075c,1285242472,2901409792,361.14120621162874
data,processing@vollmond.app.tu-dortmund.de-348490ca-aec7-4891-a026-b1155c739a5e,1103944928,2901409792,545.5537370430987
data,processing@vollmond.app.tu-dortmund.de-d01a1ff6-4057-48e0-9f8e-d379146724c6,1549610632,2901409792,572.737686139748
data,processing@vollmond.app.tu-dortmund.de-4d0922fc-e435-40b2-ad68-6f0d7e9374ec,766798816,2901409792,567.5368898978434
data,processing@vollmond.app.tu-dortmund.de-a9145e35-613c-4c8e-b5bd-53f1dd77d7b6,615788064,2901409792,576.7012687427913
data,processing@vollmond.app.tu-dortmund.de-1ef32f1a-a9e8-4e0a-aac2-1611dee95f1d,945540480,2908749824,552.791597567717
data,processing@vollmond.app.tu-dortmund.de-f7c64291-ad45-423b-b044-83db64cafb64,1776480344,2911371264,552.1811154058531
data,processing@vollmond.app.tu-dortmund.de-deaa3d19-4cab-469a-ba60-76ed49518e45,590378456,2911371264,579.3742757821552
data,processing@vollmond.app.tu-dortmund.de-1d47b9d0-f162-4f2b-abf9-94146a33082a,1824799344,2921857024,472.14353163361665
data,processing@vollmond.app.tu-dortmund.de-a529a7ab-6804-4fb1-b2b8-79aa5b445ea5,1401685520,2921857024,526.592943654555
data,processing@vollmond.app.tu-dortmund.de-fde624e4-13a1-4149-9d26-b3a752d859f3,1382572144,2921857024,415.97337770382694
data,processing@vollmond.app.tu-dortmund.de-6145b897-e5a9-43bf-9ede-695ec4ef41ea,649920704,2921857024,438.7889425186485
data,processing@vollmond.app.tu-dortmund.de-666ca123-9a0d-4dc7-a658-da0d1f70f85d,1299959264,2927624192,554.6311702717693
data,processing@vollmond.app.tu-dortmund.de-62c03adf-7cca-45cc-8e03-b92d5e47e725,326480488,2927624192,420.69835927639883
data,processing@vollmond.app.tu-dortmund.de-a234ab39-62f5-4b9f-bacf-e3e939cac33a,1010530152,2927624192,428.2655246252677
data,processing@vollmond.app.tu-dortmund.de-4af98af9-664a-4bdd-ac8b-79190e55e371,2140723696,2929721344,465.98322460391427
data,processing@vollmond.app.tu-dortmund.de-f7d1e9d0-947e-450f-a8f3-accbb072e15e,1059436752,2929721344,430.66322136089576
data,processing@vollmond.app.tu-dortmund.de-a12cec58-f3aa-446a-a3fe-8b0d7f84ec22,2124001520,2934439936,447.82803403493057
data,processing@vollmond.app.tu-dortmund.de-7305e9aa-bbb4-4285-a409-fb698faae1ca,1718859272,2934439936,534.4735435595938
data,processing@vollmond.app.tu-dortmund.de-1588fdf7-dea9-46f1-af69-87fd8b33794f,2356991168,2936537088,600.9615384615385
data,processing@vollmond.app.tu-dortmund.de-08757374-18a8-4c30-8846-446e4d30648b,737997408,2934439936,397.1405877680699
data,processing@vollmond.app.tu-dortmund.de-00ef98f2-e187-4a75-bf67-c4fba27cf190,2211406912,2941255680,563.3802816901408
data,processing@vollmond.app.tu-dortmund.de-348490ca-aec7-4891-a026-b1155c739a5e,1046589336,2941255680,570.1254275940707
data,processing@vollmond.app.tu-dortmund.de-d3e0156c-4aa6-4a68-870a-9634bfb39b2b,604874464,2941255680,512.0327700972862
data,processing@vollmond.app.tu-dortmund.de-4d0922fc-e435-40b2-ad68-6f0d7e9374ec,1046589336,2941255680,580.7200929152149
data,processing@vollmond.app.tu-dortmund.de-d94947d7-ff9c-456e-8d14-74e63241075c,1651987024,2943352832,521.1047420531527
data,processing@vollmond.app.tu-dortmund.de-1ef32f1a-a9e8-4e0a-aac2-1611dee95f1d,653117032,2943352832,557.1030640668523
data,processing@vollmond.app.tu-dortmund.de-d01a1ff6-4057-48e0-9f8e-d379146724c6,380294048,2943352832,481.6955684007707
data,processing@vollmond.app.tu-dortmund.de-a9145e35-613c-4c8e-b5bd-53f1dd77d7b6,972181192,2943352832,519.7505197505197
data,processing@vollmond.app.tu-dortmund.de-f7c64291-ad45-423b-b044-83db64cafb64,1668183312,2947022848,554.3237250554324
data,processing@vollmond.app.tu-dortmund.de-deaa3d19-4cab-469a-ba60-76ed49518e45,2008455056,2949120000,527.1481286241434
data,processing@vollmond.app.tu-dortmund.de-7aee7540-161e-4342-8c4a-3b3a76ee48cd,1684815248,2949120000,410.84634346754314
data,processing@vollmond.app.tu-dortmund.de-fde624e4-13a1-4149-9d26-b3a752d859f3,1610976616,2949120000,609.0133982947625
data,processing@vollmond.app.tu-dortmund.de-1d47b9d0-f162-4f2b-abf9-94146a33082a,2111917912,2951741440,526.3157894736842
data,processing@vollmond.app.tu-dortmund.de-6145b897-e5a9-43bf-9ede-695ec4ef41ea,1261479512,2951741440,521.9206680584551
data,processing@vollmond.app.tu-dortmund.de-666ca123-9a0d-4dc7-a658-da0d1f70f85d,671756088,2951741440,533.6179295624333
data,processing@vollmond.app.tu-dortmund.de-4af98af9-664a-4bdd-ac8b-79190e55e371,1715030232,2953838592,519.7505197505197
data,processing@vollmond.app.tu-dortmund.de-a529a7ab-6804-4fb1-b2b8-79aa5b445ea5,1761862504,2953838592,447.2271914132379
data,processing@vollmond.app.tu-dortmund.de-a12cec58-f3aa-446a-a3fe-8b0d7f84ec22,1021531920,2953838592,544.3658138268917
data,processing@vollmond.app.tu-dortmund.de-f7d1e9d0-947e-450f-a8f3-accbb072e15e,311382904,2953838592,486.38132295719845
data,processing@vollmond.app.tu-dortmund.de-a234ab39-62f5-4b9f-bacf-e3e939cac33a,2091614248,2954362880,434.02777777777777
data,processing@vollmond.app.tu-dortmund.de-7305e9aa-bbb4-4285-a409-fb698faae1ca,1767444816,2954362880,489.47626040137055
data,processing@vollmond.app.tu-dortmund.de-62c03adf-7cca-45cc-8e03-b92d5e47e725,1116242616,2954362880,408.8307440719542
data,processing@vollmond.app.tu-dortmund.de-08757374-18a8-4c30-8846-446e4d30648b,1204123488,2954362880,482.392667631452
data,processing@vollmond.app.tu-dortmund.de-d94947d7-ff9c-456e-8d14-74e63241075c,515543664,2954362880,570.7762557077625
data,processing@vollmond.app.tu-dortmund.de-d3e0156c-4aa6-4a68-870a-9634bfb39b2b,2273332136,2956984320,500.75112669003505
data,processing@vollmond.app.tu-dortmund.de-7aee7540-161e-4342-8c4a-3b3a76ee48cd,1975666032,2956984320,621.8905472636816
